Date,High,Low,Open,Close,Volume,Adj Close,Return,Return(cum),TICKER
2020-08-03,111.63749694824219,107.89250183105469,108.19999694824219,108.9375,308151200.0,108.39218139648438,0.02519760784812375,1.0251976078481237,AAPL
2020-08-04,110.79000091552734,108.38749694824219,109.13249969482422,109.66500091552734,173071600.0,109.11604309082031,0.006678149540124689,1.0320440307815115,AAPL
2020-08-05,110.39250183105469,108.89749908447266,109.37750244140625,110.0625,121776800.0,109.51155090332031,0.0036246667683779155,1.035784846483388,AAPL
2020-08-06,114.4124984741211,109.79750061035156,110.40499877929688,113.90249633789062,202428800.0,113.33232879638672,0.03488923418867129,1.071922586561424,AAPL
2020-08-07,113.67500305175781,110.2925033569336,113.20500183105469,111.11250305175781,198045600.0,110.7556381225586,-0.02449457541173039,1.045666297929358,AAPL
2020-08-10,113.7750015258789,110.0,112.5999984741211,112.72750091552734,212403600.0,112.36544799804688,0.014534798689731954,1.0608648470663986,AAPL
2020-08-11,112.48249816894531,109.10749816894531,111.97000122070312,109.375,187902400.0,109.0237045288086,-0.029739867275506704,1.0293148673173933,AAPL
2020-08-12,113.2750015258789,110.29750061035156,110.49749755859375,113.01000213623047,165598000.0,112.64704132080078,0.03323430524553572,1.0635234318115876,AAPL
2020-08-13,116.0425033569336,113.92749786376953,114.43000030517578,115.01000213623047,210082000.0,114.64060974121094,0.017697548554941767,1.0823451893853915,AAPL
2020-08-14,115.0,113.04499816894531,114.83000183105469,114.90750122070312,165565200.0,114.53844451904297,-0.0008912347937002352,1.0813805656938171,AAPL
2020-08-17,116.0875015258789,113.9625015258789,116.0625,114.60749816894531,119561600.0,114.2394027709961,-0.002610822170622251,1.0785572733380238,AAPL
2020-08-18,116.0,114.00749969482422,114.35250091552734,115.5625,105633600.0,115.19133758544922,0.008332804103680092,1.0875446798113488,AAPL
2020-08-19,117.1624984741211,115.61000061035156,115.98249816894531,115.7074966430664,145538000.0,115.33586883544922,0.0012547032390819446,1.0889092256437545,AAPL
2020-08-20,118.39250183105469,115.73249816894531,115.75,118.2750015258789,126907200.0,117.89512634277344,0.02218961568871136,1.1130717028806816,AAPL
2020-08-21,124.86750030517578,119.25,119.26249694824219,124.37000274658203,338054800.0,123.97055053710938,0.05153245522782357,1.1704310205747377,AAPL
2020-08-24,128.78500366210938,123.9375,128.69749450683594,125.85749816894531,345937600.0,125.4532699584961,0.011960242739515126,1.18442965969067,AAPL
2020-08-25,125.18000030517578,123.05249786376953,124.69750213623047,124.82499694824219,211495600.0,124.42408752441406,-0.00820373228234006,1.1747129158553047,AAPL
2020-08-26,126.99250030517578,125.0824966430664,126.18000030517578,126.52249908447266,163022400.0,126.11613464355469,0.01359905610039247,1.1906879026998767,AAPL
2020-08-27,127.48500061035156,123.8324966430664,127.14250183105469,125.01000213623047,155552400.0,124.6084976196289,-0.011954371429482857,1.1764539772544105,AAPL
2020-08-28,126.44249725341797,124.57749938964844,126.01249694824219,124.80750274658203,187630000.0,124.40664672851562,-0.0016198655002642726,1.1745482800440075,AAPL
2020-08-31,131.0,126.0,127.58000183105469,129.0399932861328,225702700.0,128.62554931640625,0.03391214827961697,1.214379735478429,AAPL
2020-09-01,134.8000030517578,130.52999877929688,132.75999450683594,134.17999267578125,151948100.0,133.74903869628906,0.039832607385921204,1.26275164669916,AAPL
2020-09-02,137.97999572753906,127.0,137.58999633789062,131.39999389648438,200119000.0,130.97796630859375,-0.02071842995262474,1.2365894151594619,AAPL
2020-09-03,128.83999633789062,120.5,126.91000366210938,120.87999725341797,257599600.0,120.49175262451172,-0.08006086097198728,1.137587001912949,AAPL
2020-09-04,123.69999694824219,110.88999938964844,120.06999969482422,120.95999908447266,332607200.0,120.57150268554688,0.0006618285313737537,1.138339889447735,AAPL
2020-09-08,118.98999786376953,112.68000030517578,113.94999694824219,112.81999969482422,231366600.0,112.45764923095703,-0.0672949690084228,1.0617353418662983,AAPL
2020-09-09,119.13999938964844,115.26000213623047,117.26000213623047,117.31999969482422,176940500.0,116.94319152832031,0.039886545046732946,1.1040842964073567,AAPL
2020-09-10,120.5,112.5,120.36000061035156,113.48999786376953,182274400.0,113.12549591064453,-0.03264577089172682,1.0680406134216887,AAPL
2020-09-11,115.2300033569336,110.0,114.56999969482422,112.0,180860300.0,111.6402816772461,-0.01312889146018037,1.0540184241330108,AAPL
2020-09-14,115.93000030517578,112.80000305175781,114.72000122070312,115.36000061035156,140150100.0,114.98948669433594,0.03000000544956749,1.0856389826009456,AAPL
2020-09-15,118.83000183105469,113.61000061035156,118.33000183105469,115.54000091552734,184642000.0,115.16891479492188,0.0015603355081781345,1.0873329436545602,AAPL
2020-09-16,116.0,112.04000091552734,115.2300033569336,112.12999725341797,154679000.0,111.76985931396484,-0.029513619829399818,1.0552418125275573,AAPL
2020-09-17,112.19999694824219,108.70999908447266,109.72000122070312,110.33999633789062,178011000.0,109.98561096191406,-0.01596362221861003,1.0383963308830861,AAPL
2020-09-18,110.87999725341797,106.08999633789062,110.4000015258789,106.83999633789062,287104900.0,106.4968490600586,-0.03172013880879665,1.0054582551289295,AAPL
2020-09-21,110.19000244140625,103.0999984741211,104.54000091552734,110.08000183105469,195713800.0,109.72644805908203,0.030325773158183855,1.0359495540939927,AAPL
2020-09-22,112.86000061035156,109.16000366210938,112.68000030517578,111.80999755859375,183055400.0,111.45088195800781,0.015715803949514662,1.052230334187721,AAPL
2020-09-23,112.11000061035156,106.7699966430664,111.62000274658203,107.12000274658203,150718700.0,106.77596282958984,-0.0419461131778841,1.0080933615006802,AAPL
2020-09-24,110.25,105.0,105.16999816894531,108.22000122070312,167743300.0,107.87242126464844,0.010268842848365045,1.0184453138064107,AAPL
2020-09-25,112.44000244140625,107.66999816894531,108.43000030517578,112.27999877929688,149981400.0,111.91937255859375,0.03751614778042578,1.0566534587054541,AAPL
